Table Physical Name,Table Label,Table Description,Seq ,Column Physical Name,Column Label,Table Column Description,Logical Data Type,Physical Data Type,Not Null?,Size,Precision,Minimum,Maximum,Units of Measure,Domain Name
legendtext,Legend Text,"The Legend Text table contains notes and narrative descriptions related to the referenced legend. Legend text is optional. In many cases, this table is empty.",7,legtextkey,Legend Text Key,A non-connotative string of characters used to uniquely identify a record in the Legend Text table.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
mapunit,Mapunit,The Mapunit table identifies the map units included in the referenced legend. Data related the map unit as a whole are also given.,1,musym,Mapunit Symbol,The symbol used to uniquely identify the soil mapunit in the soil survey.,String,Varchar,Yes,6,NA,NA,NA,NA,NA
mapunit,Mapunit,The Mapunit table identifies the map units included in the referenced legend. Data related the map unit as a whole are also given.,2,muname,Mapunit Name,Correlated name of the mapunit (recommended name or field name for surveys in progress).,String,Varchar,No,175,NA,NA,NA,NA,NA
mapunit,Mapunit,The Mapunit table identifies the map units included in the referenced legend. Data related the map unit as a whole are also given.,3,mukind,Kind,Code identifying the kind of mapunit. Example: C - consociation.,Choice,Varchar,No,254,NA,NA,NA,NA,mapunit_kind
mapunit,Mapunit,The Mapunit table identifies the map units included in the referenced legend. Data related the map unit as a whole are also given.,4,mustatus,Status,"Identifies the current status of the map unit. As of SSURGO version 2.1, values for this attribute are no longer provided. This attribute will be dropped from the next major SSURGO version.",Choice,Varchar,No,254,NA,NA,NA,NA,mapunit_status
mapunit,Mapunit,The Mapunit table identifies the map units included in the referenced legend. Data related the map unit as a whole are also given.,5,muacres,Total Acres,The number of acres of a particular mapunit.,Integer,Int,No,NA,NA,0,NA,acres,NA
mapunit,Mapunit,The Mapunit table identifies the map units included in the referenced legend. Data related the map unit as a whole are also given.,6,mapunitlfw_l,Low,The approximate width of a particular map unit delineation represented by a linear soil feature on a soil map.,Integer,Smallint,No,NA,NA,NA,NA,meters,NA
mapunit,Mapunit,The Mapunit table identifies the map units included in the referenced legend. Data related the map unit as a whole are also given.,7,mapunitlfw_r,RV,The approximate width of a particular map unit delineation represented by a linear soil feature on a soil map.,Integer,Smallint,No,NA,NA,NA,NA,meters,NA
mapunit,Mapunit,The Mapunit table identifies the map units included in the referenced legend. Data related the map unit as a whole are also given.,8,mapunitlfw_h,High,The approximate width of a particular map unit delineation represented by a linear soil feature on a soil map.,Integer,Smallint,No,NA,NA,NA,NA,meters,NA
mapunit,Mapunit,The Mapunit table identifies the map units included in the referenced legend. Data related the map unit as a whole are also given.,9,mapunitpfa_l,Low,The approximate area of a particular map unit delineation represented by a point feature on a soil map.,Float,Real,No,NA,1,0.1,10,acres,NA
mapunit,Mapunit,The Mapunit table identifies the map units included in the referenced legend. Data related the map unit as a whole are also given.,10,mapunitpfa_r,RV,The approximate area of a particular map unit delineation represented by a point feature on a soil map.,Float,Real,No,NA,1,0.1,10,acres,NA
mapunit,Mapunit,The Mapunit table identifies the map units included in the referenced legend. Data related the map unit as a whole are also given.,11,mapunitpfa_h,High,The approximate area of a particular map unit delineation represented by a point feature on a soil map.,Float,Real,No,NA,1,0.1,10,acres,NA
mapunit,Mapunit,The Mapunit table identifies the map units included in the referenced legend. Data related the map unit as a whole are also given.,12,farmlndcl,Farm Class,"Identification of map units as prime farmland, farmland of statewide importance, or farmland of local importance.",Choice,Varchar,No,254,NA,NA,NA,NA,farmland_classification
mapunit,Mapunit,The Mapunit table identifies the map units included in the referenced legend. Data related the map unit as a whole are also given.,13,muhelcl,HEL,The overall Highly Erodible Lands (HEL) classification for the mapunit based on the rating of its components for wind and water HEL classification.,Choice,Varchar,No,254,NA,NA,NA,NA,mapunit_hel_class
mapunit,Mapunit,The Mapunit table identifies the map units included in the referenced legend. Data related the map unit as a whole are also given.,14,muwathelcl,HEL Water,The Highly Erodible Lands (HEL) classification for the mapunit based on the rating of its components for water HEL classification.,Choice,Varchar,No,254,NA,NA,NA,NA,mapunit_hel_class
mapunit,Mapunit,The Mapunit table identifies the map units included in the referenced legend. Data related the map unit as a whole are also given.,15,muwndhelcl,HEL Wind,The Highly Erodible Lands (HEL) classification for the mapunit based on the rating of its components for wind HEL classification.,Choice,Varchar,No,254,NA,NA,NA,NA,mapunit_hel_class
mapunit,Mapunit,The Mapunit table identifies the map units included in the referenced legend. Data related the map unit as a whole are also given.,16,interpfocus,Interpretive Focus,The targeted landuse for which the Map Unit was developed. The properties of included mapunit components are tailored towards this landuse.,String,Varchar,No,30,NA,NA,NA,NA,NA
mapunit,Mapunit,The Mapunit table identifies the map units included in the referenced legend. Data related the map unit as a whole are also given.,17,invesintens,Order of Mapping,"The level of detail and relative intensity of field observation under which the map unit was developed. Order 1 indicates the highest intensity, and order 5 the lowest.",Choice,Varchar,No,254,NA,NA,NA,NA,investigation_intensity
mapunit,Mapunit,The Mapunit table identifies the map units included in the referenced legend. Data related the map unit as a whole are also given.,18,iacornsr,IA CSR,Corn Suitability Rating (CSR) is an index procedure developed in Iowa to rate each different kind of soil for its row-crop productivity.,Integer,Smallint,No,NA,NA,5,100,NA,NA
mapunit,Mapunit,The Mapunit table identifies the map units included in the referenced legend. Data related the map unit as a whole are also given.,19,nhiforsoigrp,NH Forest Soil Grp,"Interpretative class for the map unit, based on NH developed interpretations.",Choice,Varchar,No,254,NA,NA,NA,NA,nh_important_forest_soil_group
mapunit,Mapunit,The Mapunit table identifies the map units included in the referenced legend. Data related the map unit as a whole are also given.,20,nhspiagr,NH SPI AGR,"New Hampshire Soil Potential Index for Agriculture, 1992 revision. Used for computation of weighted average SPI on a parcel of land for adjustment of current use land assessment",Float,Float,No,NA,1,0,100,NA,NA
mapunit,Mapunit,The Mapunit table identifies the map units included in the referenced legend. Data related the map unit as a whole are also given.,21,vtsepticsyscl,VT Septic System,"The interpretive separations, or class, based on the ability of the map unit to support an onsite septic system. (Ancillary Soil Interpretation Ratings For On-site Sewerage Disposal in Vermont)",Choice,Varchar,No,254,NA,NA,NA,NA,vt_septic_system_class_2007
mapunit,Mapunit,The Mapunit table identifies the map units included in the referenced legend. Data related the map unit as a whole are also given.,22,mucertstat,Map Unit Certification Status,"The level of certification assigned to a map unit. Intended to indicate whether or not the map unit should be used and the degree of confidence with which it may be used. As of SSURGO version 2.1, values for this attribute are no longer provided. This attribute will be dropped from the next major SSURGO version.",Choice,Varchar,No,254,NA,NA,NA,NA,mapunit_certification_status
mapunit,Mapunit,The Mapunit table identifies the map units included in the referenced legend. Data related the map unit as a whole are also given.,23,lkey,Legend Key,A non-connotative string of characters used to uniquely identify a record in the Legend table.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
mapunit,Mapunit,The Mapunit table identifies the map units included in the referenced legend. Data related the map unit as a whole are also given.,24,mukey,Mapunit Key,A non-connotative string of characters used to uniquely identify a record in the Mapunit table.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
mdstatdomdet,Domain Detail Static Metadata,The Domain Detail Static Metadata table records the individual domain members for all domains associated with the tabular data set. Each record in this table represents one member of a particular domain.,1,domainname,Domain Name,The name of the domain to which a column's values are restricted. A domain is a finite list of character strings that a column's value may assume.,String,Varchar,Yes,40,NA,NA,NA,NA,NA
mdstatdomdet,Domain Detail Static Metadata,The Domain Detail Static Metadata table records the individual domain members for all domains associated with the tabular data set. Each record in this table represents one member of a particular domain.,2,choicesequence,Choice Sequence,Specifies the sequence in which the members of a domain should be ordered or displayed.,Integer,Smallint,Yes,NA,NA,NA,NA,NA,NA
mdstatdomdet,Domain Detail Static Metadata,The Domain Detail Static Metadata table records the individual domain members for all domains associated with the tabular data set. Each record in this table represents one member of a particular domain.,3,choice,Choice,A character string that represents a member of a domain. This value must be unique for every member of a given domain.,String,Varchar,Yes,254,NA,NA,NA,NA,NA
mdstatdomdet,Domain Detail Static Metadata,The Domain Detail Static Metadata table records the individual domain members for all domains associated with the tabular data set. Each record in this table represents one member of a particular domain.,4,choicedesc,Choice Description,The narrative text description or definition of a member of a domain.,Narrative Text,Text,No,NA,NA,NA,NA,NA,NA
mdstatdomdet,Domain Detail Static Metadata,The Domain Detail Static Metadata table records the individual domain members for all domains associated with the tabular data set. Each record in this table represents one member of a particular domain.,5,choiceobsolete,Obsolete Choice?,"Indicates if a choice in a choice list or domain is considered ""obsolete"". If obsolete, data being currently populated would likely use a different choice.",Boolean,Varchar,Yes,3,NA,NA,NA,NA,NA
mdstatdommas,Domain Master Static Metadata,"The Domain Master Static Metadata table records the metadata that pertains to a domain as a whole, for all domains associated with the tabular data set. A domain is a fixed set of choices to which a column's value is restricted. Each column in the Table Column Static Metadata table whose logical data type is ""choice"", has a corresponding domain. Each record in this table represents a particular domain. A particular domain may serve as the domain for more than one column. Information about the members that make up a particular domain is found in the Domain Detail Static Metadata table.",1,domainname,Domain Name,The name of the domain to which a column's values are restricted. A domain is a finite list of character strings that a column's value may assume.,String,Varchar,Yes,40,NA,NA,NA,NA,NA
mdstatdommas,Domain Master Static Metadata,"The Domain Master Static Metadata table records the metadata that pertains to a domain as a whole, for all domains associated with the tabular data set. A domain is a fixed set of choices to which a column's value is restricted. Each column in the Table Column Static Metadata table whose logical data type is ""choice"", has a corresponding domain. Each record in this table represents a particular domain. A particular domain may serve as the domain for more than one column. Information about the members that make up a particular domain is found in the Domain Detail Static Metadata table.",2,domainmaxlen,Domain Maximum Length,The number of characters in the longest member of a domain. Each member of a domain is an ASCII character string consisting of at least 1 but no more than 254 characters.,Integer,Smallint,Yes,NA,NA,1,254,NA,NA
mdstatidxdet,Index Detail Static Metadata,The Index Detail Static Metadata table records what columns of a table make up a particular index. Each record in this table represents one column of a particular index.,1,tabphyname,Table Physical Name,"The name that is used to physically implement a table in a database management system. In a database, each table's physical name must be unique.",String,Varchar,Yes,30,NA,NA,NA,NA,NA
mdstatidxdet,Index Detail Static Metadata,The Index Detail Static Metadata table records what columns of a table make up a particular index. Each record in this table represents one column of a particular index.,2,idxphyname,Index Physical Name,The name that is used to physically implement an index in a database management system.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
mdstatidxdet,Index Detail Static Metadata,The Index Detail Static Metadata table records what columns of a table make up a particular index. Each record in this table represents one column of a particular index.,3,idxcolsequence,Index Column Sequence,Specifies the sequence of a column in a database table index.,Integer,Smallint,Yes,NA,NA,NA,NA,NA,NA
mdstatidxdet,Index Detail Static Metadata,The Index Detail Static Metadata table records what columns of a table make up a particular index. Each record in this table represents one column of a particular index.,4,colphyname,Column Physical Name,"The name that is used to physically implement a table column in a database management system. In a database table, each column's physical name must be unique.",String,Varchar,Yes,30,NA,NA,NA,NA,NA
mdstatidxmas,Index Master Static Metadata,"The Index Master Static Metadata table records the metadata that pertains to an index, as a whole, for all indexes defined for the tabular data set. Each record in this table represents one index for a particular table. An index is based on one or more columns from a particular table. Information about the columns that make up an index is found in the Index Detail Static Metadata table.",1,tabphyname,Table Physical Name,"The name that is used to physically implement a table in a database management system. In a database, each table's physical name must be unique.",String,Varchar,Yes,30,NA,NA,NA,NA,NA
mdstatidxmas,Index Master Static Metadata,"The Index Master Static Metadata table records the metadata that pertains to an index, as a whole, for all indexes defined for the tabular data set. Each record in this table represents one index for a particular table. An index is based on one or more columns from a particular table. Information about the columns that make up an index is found in the Index Detail Static Metadata table.",2,idxphyname,Index Physical Name,The name that is used to physically implement an index in a database management system.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
mdstatidxmas,Index Master Static Metadata,"The Index Master Static Metadata table records the metadata that pertains to an index, as a whole, for all indexes defined for the tabular data set. Each record in this table represents one index for a particular table. An index is based on one or more columns from a particular table. Information about the columns that make up an index is found in the Index Detail Static Metadata table.",3,uniqueindex,Unique Index?,"Indicates whether or not all values of an index must be unique, or whether duplicate values may exist.",Boolean,Varchar,Yes,3,NA,NA,NA,NA,NA
mdstatrshipdet,Relationship Detail Static Metadata,The Relationship Detail Static Metadata table records the pairs of join columns that define a particular relationship. Each record in this table represents one pair of join columns for a particular relationship.,1,ltabphyname,Left Table Physical Name,The physical name of a table on the left side of a relationship between two tables.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
mdstatrshipdet,Relationship Detail Static Metadata,The Relationship Detail Static Metadata table records the pairs of join columns that define a particular relationship. Each record in this table represents one pair of join columns for a particular relationship.,2,rtabphyname,Right Table Physical Name,The physical name of a table on the right side of a relationship between two tables.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
mdstatrshipdet,Relationship Detail Static Metadata,The Relationship Detail Static Metadata table records the pairs of join columns that define a particular relationship. Each record in this table represents one pair of join columns for a particular relationship.,3,relationshipname,Relationship Name,"A name given to a relationship between two tables. If there is more than one relationship between the same two tables, the name of each of those relationships must be unique.",String,Varchar,Yes,30,NA,NA,NA,NA,NA
mdstatrshipdet,Relationship Detail Static Metadata,The Relationship Detail Static Metadata table records the pairs of join columns that define a particular relationship. Each record in this table represents one pair of join columns for a particular relationship.,4,ltabcolphyname,Left Table Column Physical Name,The physical name of a column of a table on the left side of a relationship between two tables. This column is one of several potential columns used to create a join between the two tables involved in a relationship. The left table column joins to its corresponding right table column.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
mdstatrshipdet,Relationship Detail Static Metadata,The Relationship Detail Static Metadata table records the pairs of join columns that define a particular relationship. Each record in this table represents one pair of join columns for a particular relationship.,5,rtabcolphyname,Right Table Column Physical Name,The physical name of a column of a table on the right side of a relationship between two tables. This column is one of several potential columns used to create a join between the two tables involved in a relationship. The right table column joins to its corresponding left table column.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
mdstatrshipmas,Relationship Master Static Metadata,"The Relationship Master Static Metadata table records the metadata that pertains to a relationship, as a whole, for all relationships defined for the tabular data set. Each record in this table represents one particular relationship between two related tables. A relationship involves one or more pairs of join columns, and more than one relationship may exist between the same two tables. Information about the join columns involved in a relationship is found in the Relationship Detail Static Metadata table.",1,ltabphyname,Left Table Physical Name,The physical name of a table on the left side of a relationship between two tables.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
mdstatrshipmas,Relationship Master Static Metadata,"The Relationship Master Static Metadata table records the metadata that pertains to a relationship, as a whole, for all relationships defined for the tabular data set. Each record in this table represents one particular relationship between two related tables. A relationship involves one or more pairs of join columns, and more than one relationship may exist between the same two tables. Information about the join columns involved in a relationship is found in the Relationship Detail Static Metadata table.",2,rtabphyname,Right Table Physical Name,The physical name of a table on the right side of a relationship between two tables.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
mdstatrshipmas,Relationship Master Static Metadata,"The Relationship Master Static Metadata table records the metadata that pertains to a relationship, as a whole, for all relationships defined for the tabular data set. Each record in this table represents one particular relationship between two related tables. A relationship involves one or more pairs of join columns, and more than one relationship may exist between the same two tables. Information about the join columns involved in a relationship is found in the Relationship Detail Static Metadata table.",3,relationshipname,Relationship Name,"A name given to a relationship between two tables. If there is more than one relationship between the same two tables, the name of each of those relationships must be unique.",String,Varchar,Yes,30,NA,NA,NA,NA,NA
mdstatrshipmas,Relationship Master Static Metadata,"The Relationship Master Static Metadata table records the metadata that pertains to a relationship, as a whole, for all relationships defined for the tabular data set. Each record in this table represents one particular relationship between two related tables. A relationship involves one or more pairs of join columns, and more than one relationship may exist between the same two tables. Information about the join columns involved in a relationship is found in the Relationship Detail Static Metadata table.",4,cardinality,Cardinality,"Indicates whether the relationship between the left table and right table is one to one (left is one, right is one) or one to many (left is one, right is many). For a one to one relationship, a record in the left table is related to no more than one record in the right table. For a one to many relationship, a record in the left table may be related to more than one record in the right table. Neither cardinality implies that a record in the left table necessarily has a corresponding record in the right table.",Choice,Varchar,Yes,254,NA,NA,NA,NA,cardinality
mdstatrshipmas,Relationship Master Static Metadata,"The Relationship Master Static Metadata table records the metadata that pertains to a relationship, as a whole, for all relationships defined for the tabular data set. Each record in this table represents one particular relationship between two related tables. A relationship involves one or more pairs of join columns, and more than one relationship may exist between the same two tables. Information about the join columns involved in a relationship is found in the Relationship Detail Static Metadata table.",5,mandatory,Mandatory?,"Indicates if in order for a record to exist in the right table of a relationship, a corresponding record must exist in the left table of that relationship, i.e. mandatory = ""yes"". In other words, when mandatory is ""no"", a record may exist in the right table of a relationship without having a corresponding record in the left table of that relationship",Boolean,Varchar,Yes,3,NA,NA,NA,NA,NA
mdstattabcols,Table Column Static Metadata,The Table Column Static Metadata table records the metadata for all columns of all tables that make up the tabular data set. Each record in this table represents one column of a particular table.,1,tabphyname,Table Physical Name,"The name that is used to physically implement a table in a database management system. In a database, each table's physical name must be unique.",String,Varchar,Yes,30,NA,NA,NA,NA,NA
mdstattabcols,Table Column Static Metadata,The Table Column Static Metadata table records the metadata for all columns of all tables that make up the tabular data set. Each record in this table represents one column of a particular table.,2,colsequence,Column Sequence,Specifies the sequence of the columns in a database table.,Integer,Smallint,Yes,NA,NA,NA,NA,NA,NA
mdstattabcols,Table Column Static Metadata,The Table Column Static Metadata table records the metadata for all columns of all tables that make up the tabular data set. Each record in this table represents one column of a particular table.,3,colphyname,Column Physical Name,"The name that is used to physically implement a table column in a database management system. In a database table, each column's physical name must be unique.",String,Varchar,Yes,30,NA,NA,NA,NA,NA
mdstattabcols,Table Column Static Metadata,The Table Column Static Metadata table records the metadata for all columns of all tables that make up the tabular data set. Each record in this table represents one column of a particular table.,4,collogname,Column Logical Name,"A name associated with a column that is more connotative than the column's corresponding physical name. For a SSURGO table, every column's logical name must be unique, making a column's logical name a suitable alias for identifying a column. For SSURGO, column logical names are lower case character strings with no embedded blanks, where individual parts of the logical name may be separated using the underscore character.",String,Varchar,Yes,30,NA,NA,NA,NA,NA
mdstattabcols,Table Column Static Metadata,The Table Column Static Metadata table records the metadata for all columns of all tables that make up the tabular data set. Each record in this table represents one column of a particular table.,5,collabel,Column Label,"A descriptive label associated with a column. For a SSURGO table, every column's label must be unique, making a column's label a suitable alias for identifying a column. For SSURGO, column labels are typically mixed case character strings with embedded blanks.",String,Varchar,Yes,80,NA,NA,NA,NA,NA
mdstattabcols,Table Column Static Metadata,The Table Column Static Metadata table records the metadata for all columns of all tables that make up the tabular data set. Each record in this table represents one column of a particular table.,6,logicaldatatype,Logical Data Type,"A column's logical data type is its generic, software independent data type. Since the SSURGO standard does not correspond to any specific database management system (DBMS), the SSURGO metadata records only logical data types. How a logical data type can be physically implemented varies from DBMS to DBMS.",Choice,Varchar,Yes,254,NA,NA,NA,NA,logical_data_type_ssurgo
mdstattabcols,Table Column Static Metadata,The Table Column Static Metadata table records the metadata for all columns of all tables that make up the tabular data set. Each record in this table represents one column of a particular table.,7,notnull,Not Null?,Indicates whether or not the value of a column in a database table may be null.,Boolean,Varchar,Yes,3,NA,NA,NA,NA,NA
mdstattabcols,Table Column Static Metadata,The Table Column Static Metadata table records the metadata for all columns of all tables that make up the tabular data set. Each record in this table represents one column of a particular table.,8,fieldsize,Field Size,"The maximum allowable length of a column whose logical data type is ""string"".",Integer,Smallint,No,NA,NA,NA,NA,NA,NA
mdstattabcols,Table Column Static Metadata,The Table Column Static Metadata table records the metadata for all columns of all tables that make up the tabular data set. Each record in this table represents one column of a particular table.,9,precision,Precision,"The number of decimal digits that should be displayed for a column whose logical data type is ""float"".",Integer,Smallint,No,NA,NA,NA,NA,NA,NA
mdstattabcols,Table Column Static Metadata,The Table Column Static Metadata table records the metadata for all columns of all tables that make up the tabular data set. Each record in this table represents one column of a particular table.,10,minimum,Minimum,The minimum allowable value of a column.,Float,Float,No,NA,2,NA,NA,NA,NA
mdstattabcols,Table Column Static Metadata,The Table Column Static Metadata table records the metadata for all columns of all tables that make up the tabular data set. Each record in this table represents one column of a particular table.,11,maximum,Maximum,The maximum allowable value of a column.,Float,Float,No,NA,2,NA,NA,NA,NA
mdstattabcols,Table Column Static Metadata,The Table Column Static Metadata table records the metadata for all columns of all tables that make up the tabular data set. Each record in this table represents one column of a particular table.,12,uom,Unit of Measure,The units of measure in which a column is recorded.,String,Varchar,No,60,NA,NA,NA,NA,NA
mdstattabcols,Table Column Static Metadata,The Table Column Static Metadata table records the metadata for all columns of all tables that make up the tabular data set. Each record in this table represents one column of a particular table.,13,domainname,Domain Name,The name of the domain to which a column's values are restricted. A domain is a finite list of character strings that a column's value may assume.,String,Varchar,No,40,NA,NA,NA,NA,NA
mdstattabcols,Table Column Static Metadata,The Table Column Static Metadata table records the metadata for all columns of all tables that make up the tabular data set. Each record in this table represents one column of a particular table.,14,coldesc,Column Description,The narrative text description or definition of a column.,Narrative Text,Text,Yes ,NA,NA,NA,NA,NA,NA
mdstattabs,Table Static Metadata,The Table Static Metadata table records metadata about the tables that make up the tabular data set. Each record in this table represents one table.,1,tabphyname,Table Physical Name,"The name that is used to physically implement a table in a database management system. In a database, each table's physical name must be unique.",String,Varchar,Yes,30,NA,NA,NA,NA,NA
mdstattabs,Table Static Metadata,The Table Static Metadata table records metadata about the tables that make up the tabular data set. Each record in this table represents one table.,2,tablogname,Table Logical Name,"A name associated with a database table that is more connotative than the table's corresponding physical name. For SSURGO, every table's logical name must be unique, making a table's logical name a suitable alias for identifying a table. For SSURGO, table logical names are lower case character strings with no embedded blanks, where individual parts of the logical name may be separated using the underscore character",String,Varchar,Yes,30,NA,NA,NA,NA,NA
mdstattabs,Table Static Metadata,The Table Static Metadata table records metadata about the tables that make up the tabular data set. Each record in this table represents one table.,3,tablabel,Table Label,"A descriptive label associated with a database table. For SSURGO, every table's label must be unique, making a table's label a suitable alias for identifying a table. For SSURGO, table labels are typically mixed case character strings with embedded blanks.",String,Varchar,Yes,80,NA,NA,NA,NA,NA
mdstattabs,Table Static Metadata,The Table Static Metadata table records metadata about the tables that make up the tabular data set. Each record in this table represents one table.,4,tabdesc,Table Description,A narrative text description of what a database table represents or records.,Narrative Text,Text,Yes,NA,NA,NA,NA,NA,NA
mdstattabs,Table Static Metadata,The Table Static Metadata table records metadata about the tables that make up the tabular data set. Each record in this table represents one table.,5,iefilename,Import/Export File Name,"The base part of the file name of a table's associated ASCII pipe delimited import/export file. The complete name of a table's associated import/export file is the base name followed by the characters "".txt"". For example, if the base name is ""alpha"", the name of the associated import/export file is ""alpha.txt"".",String,Varchar,Yes,30,NA,NA,NA,NA,NA
month,Month,This is a lookup table for months of the year.,1,monthseq,Month Sequence,An interger number used to sequence the months of the year in their proper order.,Integer,Smallint,Yes,NA,NA,1,12,NA,NA
month,Month,This is a lookup table for months of the year.,2,monthname,Month Name,The full name of one of the twelve months of the year.,String,Varchar,Yes,9,NA,NA,NA,NA,flooding_ponding_month
muaggatt,Mapunit Aggregated Attribute,The Mapunit Aggregated Attribute table records a variety of soil attributes and interpretations that have been aggregated from the component level to a single value at the map unit level. They have been aggregated by one or more appropriate means in order to express a consolidated value or interpretation for the map unit as a whole.,1,musym,Mapunit Symbol,The symbol used to uniquely identify the soil mapunit in the soil survey.,String,Varchar,Yes,6,NA,NA,NA,NA,NA
muaggatt,Mapunit Aggregated Attribute,The Mapunit Aggregated Attribute table records a variety of soil attributes and interpretations that have been aggregated from the component level to a single value at the map unit level. They have been aggregated by one or more appropriate means in order to express a consolidated value or interpretation for the map unit as a whole.,2,muname,Mapunit Name,Correlated name of the mapunit (recommended name or field name for surveys in progress).,String,Varchar,No,175,NA,NA,NA,NA,NA
muaggatt,Mapunit Aggregated Attribute,The Mapunit Aggregated Attribute table records a variety of soil attributes and interpretations that have been aggregated from the component level to a single value at the map unit level. They have been aggregated by one or more appropriate means in order to express a consolidated value or interpretation for the map unit as a whole.,3,mustatus,Status,"Identifies the current status of the map unit. As of SSURGO version 2.1, values for this attribute are no longer provided. This attribute will be dropped from the next major SSURGO version.",Choice,Varchar,No,254,NA,NA,NA,NA,mapunit_status
muaggatt,Mapunit Aggregated Attribute,The Mapunit Aggregated Attribute table records a variety of soil attributes and interpretations that have been aggregated from the component level to a single value at the map unit level. They have been aggregated by one or more appropriate means in order to express a consolidated value or interpretation for the map unit as a whole.,4,slopegraddcp,Slope Gradient – Dominant Component,"The difference is elevation between two points, expressed as a percentage of the distance between those points. This column displays the slope gradient of the dominant component of the map unit based on composition percentage.",Float,Real,No,NA,1,NA,NA,percent,NA
muaggatt,Mapunit Aggregated Attribute,The Mapunit Aggregated Attribute table records a variety of soil attributes and interpretations that have been aggregated from the component level to a single value at the map unit level. They have been aggregated by one or more appropriate means in order to express a consolidated value or interpretation for the map unit as a whole.,5,slopegradwta,Slope Gradient – Weighted Average,"The difference is elevation between two points, expressed as a percentage of the distance between those points. This column displays the weighted average slope gradient of all components in the map unit.",Float,Real,No,NA,1,NA,NA,percent,NA
muaggatt,Mapunit Aggregated Attribute,The Mapunit Aggregated Attribute table records a variety of soil attributes and interpretations that have been aggregated from the component level to a single value at the map unit level. They have been aggregated by one or more appropriate means in order to express a consolidated value or interpretation for the map unit as a whole.,6,brockdepmin,Bedrock Depth - Minimum,"The distance from the soil surface to the top of a bedrock layer, expressed as a shallowest depth of components whose composition in the map unit is equal to or exceeds 15%.",Integer,Smallint,No,NA,NA,NA,NA,cm,NA
muaggatt,Mapunit Aggregated Attribute,The Mapunit Aggregated Attribute table records a variety of soil attributes and interpretations that have been aggregated from the component level to a single value at the map unit level. They have been aggregated by one or more appropriate means in order to express a consolidated value or interpretation for the map unit as a whole.,7,wtdepannmin,Water Table Depth – Annual –Minimum,"The shallowest depth to a wet soil layer (water table) at any time during the year expressed as centimeters from the soil surface, for components whose composition in the map unit is equal to or exceeds 15%.",Integer,Smallint,No,NA,NA,NA,NA,cm,NA
muaggatt,Mapunit Aggregated Attribute,The Mapunit Aggregated Attribute table records a variety of soil attributes and interpretations that have been aggregated from the component level to a single value at the map unit level. They have been aggregated by one or more appropriate means in order to express a consolidated value or interpretation for the map unit as a whole.,8,wtdepaprjunmin,Water Table Depth – April – June – Minimum,The shallowest depth to a wet soil layer (water table) during the months of April through June expressed in centimeters from the soil surface for components whose composition in the map unit is equal to or exceeds 15%.,Integer,Smallint,No,NA,NA,NA,NA,cm,NA
muaggatt,Mapunit Aggregated Attribute,The Mapunit Aggregated Attribute table records a variety of soil attributes and interpretations that have been aggregated from the component level to a single value at the map unit level. They have been aggregated by one or more appropriate means in order to express a consolidated value or interpretation for the map unit as a whole.,9,flodfreqdcd,Flooding Frequency – Dominant Condition,"The annual probability of a flood event expressed as a class. This column displays the dominant flood frequency class for the map unit, based on composition percentage of map unit components whose composition in the map unit is equal to or exceeds 15%.",Choice,Varchar,No,254,NA,NA,NA,NA,flooding_frequency_class
muaggatt,Mapunit Aggregated Attribute,The Mapunit Aggregated Attribute table records a variety of soil attributes and interpretations that have been aggregated from the component level to a single value at the map unit level. They have been aggregated by one or more appropriate means in order to express a consolidated value or interpretation for the map unit as a whole.,10,flodfreqmax,Flooding Frequency - Maximum,The annual probability of a flood event expressed as a class. This column displays the highest probability class assigned to an individual component of the map unit whose composition in the map unit is equal to or exceeds 15%.,Choice,Varchar,No,254,NA,NA,NA,NA,flooding_frequency_class
muaggatt,Mapunit Aggregated Attribute,The Mapunit Aggregated Attribute table records a variety of soil attributes and interpretations that have been aggregated from the component level to a single value at the map unit level. They have been aggregated by one or more appropriate means in order to express a consolidated value or interpretation for the map unit as a whole.,11,pondfreqprs,Ponding Frequency - Presence,"The percentage of the map unit that is subject to water being ponded on the soil surface, expressed as one of four classes; 0-14%, 15-49%, 50-74% or 75-100%.",Choice, Varchar,No,254,NA,NA,NA,NA,ponding_frequency_map_legend
